row_id,name,description,genre,contentrating,keywords,page_url,director,aggregaterating,duration,actor,datepublished,review,trailer,musicby,creator,countryoforigin,datecreated,inlanguage,subtitlelanguage,releasedevent,publisher,producer,url,offers,image,author,datemodified,alternatename,identifier,contentlocation,reviewbody,title,sameas,tag,editor
1889,Next Goal Wins,Not specified,Drama,,,https://www.cineman.ch/en/movie/2022/NextGoalWins/,Taika Waititi,,97,"['Frankie Adams', 'Kaitlyn Dever', 'Rhys Darby', 'Uli Latukefu', 'Beulah Koale', 'Ely Garcia II', 'Angus Sampson', 'Luke Hemsworth', 'Rachel House', 'Will Arnett', 'Elisabeth Moss', 'Taika Waititi', 'Lori Pelenise Tuisano', 'Svitlana Campbell', 'Loretta Ables', 'Don Nahaku', 'Oscar Kightley', 'Michael Fassbender', 'David James Sikkink', 'Arthur-Angelo Sarinas']",,,,,,"['USA', 'UK']",2023,,,"[{'startdate': '2023-12-20'}, {'startdate': '2024-01-11'}, {'startdate': '2024-01-04'}]",,,"{'actor': ['Frankie Adams', 'Svitlana Campbell', 'Arthur-Angelo Sarinas', 'Lori Pelenise Tuisano', 'Luke Hemsworth', 'Michael Fassbender', 'Will Arnett', 'Oscar Kightley', 'Beulah Koale', 'Rachel House', 'Rhys Darby', 'Don Nahaku', 'Angus Sampson', 'Elisabeth Moss', 'David James Sikkink', 'Ely Garcia II', 'Loretta Ables', 'Taika Waititi', 'Uli Latukefu', 'Kaitlyn Dever'], 'name': 'Next Goal Wins', 'datecreated': '2023', 'director': 'Taika Waititi', 'duration': '97', 'description': 'Not specified', 'countryoforigin': ['USA', 'UK'], 'genre': ['Drama', 'Comedy']}",,,,,,"{'propertyid': 'IMDB_ID', 'value': 'tt10767052'}",,,,,,
2564,The Wind Turns,"Pauline (Mélanie Thierry), eine junge Farmerin, zieht ihre Tiere weit weg von der modernen Welt auf. Als eines Tages Samuel (Nuno Lopes) kommt, um eine Windkraftanlage auf dem Bauernhof zu installieren, werden seine Werte und seine Liebe zu Alex (Pierre Deladonchamps) auf die Probe gestellt.",Drama,,,https://www.filmstarts.de/kritiken/252895.html,{'name': 'Bettina Oberli'},"{'bestrating': '5', 'ratingvalue': '3,0', 'worstrating': '0,5', 'ratingcount': '1'}",PT01H27M00S,"[{'name': 'Pierre Deladonchamps'}, {'name': 'Nuno Lopes'}, {'name': 'Anastasia Shevtsova'}, {'name': 'Mélanie Thierry'}]",,,,{'name': 'Arnaud Rebotini'},"[{'name': 'Bettina Oberli'}, {'name': 'Céline Sciamma'}, {'name': 'Antoine Jaccoud'}]",,,,,,,,,,,,,,,,,,,,
3067,"['Allan Rich', 'Leo Fuchs', 'Henry Rowland', 'Shay Duffin', 'Ramon Bieri', 'Gene Wilder', 'Walter Janovitz', 'Penny Peyser', 'Frank De Vol', 'Robert Aldrich', 'Val Bisoglio', 'Joe Kapp', 'Michael Elias', 'William Smith', 'George DiCenzo', 'Clyde Kusatsu', 'Clifford A. Pellow', 'The Frisco Kid (1979)', 'Beege Barkette', 'Mace Neufeld', 'Hawk Koch', 'Harrison Ford', 'Frank Shaw', 'Vincent Schiavelli', 'Jack Somack']","[""A Polish rabbi wanders through the Old West on his way to lead a synagogue in San Francisco. On the way, he is nearly burned at the stake by Native Americans and almost killed by outlaws.The Frisco Kid featuring Gene Wilder and Harrison Ford is available for rent or purchase on iTunes, available for rent or purchase on Apple TV, available for rent or purchase on Google Play, and 4 others. It's an action & adventure and drama movie with an average IMDb audience rating of 6.3 (11,147 votes)."", 'Executive Producer', 'Rosalie', 'Chief Rabbi', 'Brother Bruno', 'Mr. Daniels', 'Amish Man', 'Tommy', 'Avram', 'Samuel Bender', 'Mr. Jones', 'Sarah Mindl', 'Producer', ""O'Leary"", 'Writer', 'Mr. Bialik', 'Darryl Diggs', 'Composer', 'Director', 'Mr. Ping', 'Chief Gray Cloud', 'Old Amish Man', 'Matt Diggs', 'Monterano']",Drama,7+ (PG),,https://reelgood.com/movie/the-frisco-kid-1979,,"{'ratingvalue': '64', 'ratingexplanation': 'The Reelgood Score takes into account audience and critics scores from IMDb and critic sentiment, recent popularity, and other quality markers like genres or cast & crew to help you find what to watch.', 'bestrating': '100', 'ratingcount': '11147'}",PT1H59M,,,,,,,,1979-07-13T00:00:00.000Z,,,,,,"['https://reelgood.com/person/val-bisoglio-1926', 'https://reelgood.com/person/henry-rowland-1913', 'https://reelgood.com/person/william-smith-1933', 'https://reelgood.com/person/harrison-ford-1942', 'https://reelgood.com/person/walter-janovitz', 'https://reelgood.com/person/michael-elias', 'https://reelgood.com/person/frank-shaw', 'https://reelgood.com/person/leo-fuchs-1911', 'https://reelgood.com/person/george-dicenzo-1940', 'https://reelgood.com/person/clifford-a-pellow-1928', 'https://reelgood.com/person/clyde-kusatsu-1948', 'https://reelgood.com/person/mace-neufeld-1928', 'https://reelgood.com/person/beege-barkette', 'https://reelgood.com/person/penny-peyser-1951', 'https://reelgood.com/person/robert-aldrich-1918', 'https://reelgood.com/person/vincent-schiavelli-1948', 'https://reelgood.com/person/gene-wilder-1933', 'https://reelgood.com/person/frank-de-vol-1911', 'https://reelgood.com/person/shay-duffin-1931', 'https://reelgood.com/person/ramon-bieri-1929', 'https://reelgood.com/person/jack-somack', 'https://reelgood.com/person/joe-kapp', 'https://reelgood.com/movie/the-frisco-kid-1979', 'https://reelgood.com/person/hawk-koch-1945', 'https://reelgood.com/person/allan-rich-1926']","[{'price': '7.99', 'name': 'The Frisco Kid HD purchase', 'url': 'https://itunes.apple.com/us/movie/the-frisco-kid/id721514257?uo=4&at=10laHb', 'pricecurrency': 'USD'}, {'price': '9.99', 'url': 'https://www.microsoft.com/en-us/p/the-frisco-kid-1979/8d6kgwzl5p8v', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'price': '2.99', 'pricecurrency': 'USD', 'name': 'The Frisco Kid SD rent', 'url': 'https://tv.apple.com/us/movie/umc.cmc.52ca4ap2bvohhnyhcidedq1rt?itsct=reelgood_tv&itscg=30200&at=1010layx'}, {'price': '2.99', 'url': 'https://itunes.apple.com/us/movie/the-frisco-kid/id721514257?uo=4&at=10laHb', 'name': 'The Frisco Kid SD rent', 'pricecurrency': 'USD'}, {'url': 'https://itunes.apple.com/us/movie/the-frisco-kid/id721514257?uo=4&at=10laHb', 'price': '7.99', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'price': '2.89', 'url': 'https://play.google.com/store/movies/details?id=49yAjtktfGw&PAffiliateID=1101l32vn', 'name': 'The Frisco Kid SD rent', 'pricecurrency': 'USD'}, {'name': 'The Frisco Kid HD rent', 'price': '2.99', 'url': 'https://itunes.apple.com/us/movie/the-frisco-kid/id721514257?uo=4&at=10laHb', 'pricecurrency': 'USD'}, {'name': 'The Frisco Kid HD rent', 'price': '2.99', 'pricecurrency': 'USD', 'url': 'https://tv.apple.com/us/movie/umc.cmc.52ca4ap2bvohhnyhcidedq1rt?itsct=reelgood_tv&itscg=30200&at=1010layx'}, {'url': 'https://www.vudu.com/content/movies/details/content/10561', 'price': '9.99', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'price': '9.99', 'url': 'https://tv.apple.com/us/movie/umc.cmc.52ca4ap2bvohhnyhcidedq1rt?itsct=reelgood_tv&itscg=30200&at=1010layx', 'name': 'The Frisco Kid HD purchase', 'pricecurrency': 'USD'}, {'url': 'https://play.google.com/store/movies/details?id=49yAjtktfGw&PAffiliateID=1101l32vn', 'price': '9.99', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'price': '2.99', 'url': 'https://www.microsoft.com/en-us/p/the-frisco-kid-1979/8d6kgwzl5p8v', 'name': 'The Frisco Kid SD rent', 'pricecurrency': 'USD'}, {'price': '2.89', 'name': 'The Frisco Kid HD rent', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f6af3bb1-316e-6567-194d-62a235f785b3?tag=reelgood060d-20', 'pricecurrency': 'USD'}, {'price': '2.99', 'url': 'https://www.vudu.com/content/movies/details/content/10561', 'name': 'The Frisco Kid SD rent', 'pricecurrency': 'USD'}, {'price': '9.99', 'url': 'https://tv.apple.com/us/movie/umc.cmc.52ca4ap2bvohhnyhcidedq1rt?itsct=reelgood_tv&itscg=30200&at=1010layx', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'url': 'https://www.youtube.com/watch?v=49yAjtktfGw', 'price': '2.89', 'name': 'The Frisco Kid SD rent', 'pricecurrency': 'USD'}, {'url': 'https://www.youtube.com/watch?v=49yAjtktfGw', 'price': '9.99', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'price': '10.49', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f6af3bb1-316e-6567-194d-62a235f785b3?tag=reelgood060d-20', 'name': 'The Frisco Kid HD purchase', 'pricecurrency': 'USD'}, {'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f6af3bb1-316e-6567-194d-62a235f785b3?tag=reelgood060d-20', 'price': '9.99', 'name': 'The Frisco Kid SD purchase', 'pricecurrency': 'USD'}, {'price': '2.89', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f6af3bb1-316e-6567-194d-62a235f785b3?tag=reelgood060d-20', 'name': 'The Frisco Kid SD rent', 'pricecurrency': 'USD'}]",,,,,,,,,,,
191,Yojimbo - O Guarda-Costas,"No Japão do século XIX, Sanjuro (Toshirô Mifune), um samurai errante, entra em uma pequena cidade rural. Ao descobrir pelo estalajadeiro que a cidade é dividida em duas gangues, Sanjoro coloca os dois lados em confronto, mas quando Unosuke (Tatsuya Nakadai), filho de um dos bandidos, chega à cidade com um revólver os esforços de Sanjuro ficam difíceis e ele sai da cidade. Porém, ao descobrir que Unosuke sequestrou o estalajadeiro, o samurai retorna a cidade para confrontá-lo.",Drama,,,https://www.adorocinema.com/filmes/filme-6434/,{'name': 'Akira Kurosawa'},"{'bestrating': '5', 'worstrating': '0,5', 'ratingvalue': '3,7', 'ratingcount': '16', 'reviewcount': '1'}",PT01H50M00S,"[{'name': 'Yoko Tsukasa'}, {'name': 'Tatsuya Nakadai'}, {'name': 'Isuzu Yamada'}, {'name': 'Toshirô Mifune'}]",,,"{'name': 'Yojimbo - O Guarda-Costas Trailer Original', 'description': 'Yojimbo - O Guarda-Costas Trailer Original', 'uploaddate': '2014-12-29', 'duration': 'PT00H02M38S'}",,{'name': 'Akira Kurosawa'},,,,,,,,,,,,,,,,,,,,
3904,"['Ted Danson', 'Steven Spielberg', 'Vickilyn Reynolds', 'Frank Marshall', 'Richard McGonagle', 'Gary David Goldberg', 'Ethan Hawke', 'Kathy Baker', 'Jack Lemmon', 'Joseph Stern', 'J.T. Walsh', 'Gregory Itzin', 'Zakes Mokae', 'Art Frankel', 'James Horner', 'Kevin Spacey', 'William Wharton', 'Dad (1989)', 'Peter Michael Goetz', 'Kathleen Kennedy', 'John Apicella', 'Olympia Dukakis']","['Ralph Kramer', 'Executive Producer', 'Dr. Santana', 'Jake Tremont', 'Mario', 'Dr. Delibro', 'Billy', 'Annie', 'Victor Walton', 'Producer', ""While his mom recovers in hospital from a heart attack, John puts his busy life on hold to fly home and help his elderly dad around the house. John's son later joins them and they all truly bond for the first and, tragically, final time.Dad featuring Jack Lemmon and Ted Danson is available for rent or purchase on iTunes, available for rent or purchase on Apple TV, available for rent or purchase on Google Play, and 4 others. It's a comedy and drama movie with an average IMDb audience rating of 6.3 (5,136 votes)."", 'Dr. Ethridge', 'Writer', 'Composer', 'Director', 'Dr. Chad', 'CCU Nurse', 'Bette Tremont', 'John Tremont', 'DMV Instructor']",Drama,7+ (PG),,https://reelgood.com/movie/dad-1989,,"{'ratingexplanation': 'The Reelgood Score takes into account audience and critics scores from IMDb and critic sentiment, recent popularity, and other quality markers like genres or cast & crew to help you find what to watch.', 'bestrating': '100', 'ratingvalue': '55', 'ratingcount': '5136'}",PT1H57M,,,,,,,,1989-11-10T00:00:00.000Z,,,,,,"['https://reelgood.com/person/vickilyn-reynolds-1955-1', 'https://reelgood.com/person/art-frankel', 'https://reelgood.com/person/gregory-itzin-1948', 'https://reelgood.com/movie/dad-1989', 'https://reelgood.com/person/ted-danson-1947', 'https://reelgood.com/person/jt-walsh-1943', 'https://reelgood.com/person/joseph-stern', 'https://reelgood.com/person/peter-michael-goetz-1941', 'https://reelgood.com/person/frank-marshall-1946', 'https://reelgood.com/person/ethan-hawke-1970', 'https://reelgood.com/person/richard-mcgonagle', 'https://reelgood.com/person/gary-david-goldberg-1944', 'https://reelgood.com/person/zakes-mokae-1934', 'https://reelgood.com/person/kathy-baker-1950', 'https://reelgood.com/person/william-wharton', 'https://reelgood.com/person/olympia-dukakis-1931', 'https://reelgood.com/person/kevin-spacey-1959', 'https://reelgood.com/person/john-apicella-1948', 'https://reelgood.com/person/jack-lemmon-1925', 'https://reelgood.com/person/kathleen-kennedy-1953', 'https://reelgood.com/person/steven-spielberg-1946', 'https://reelgood.com/person/james-horner-1953']","[{'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42a9f792-d37b-b9ae-40ff-484dbc309b7b?tag=reelgood060d-20', 'price': '14.99', 'name': 'Dad SD purchase', 'pricecurrency': 'USD'}, {'url': 'https://play.google.com/store/movies/details?id=j-zUvAdKu6Y&PAffiliateID=1101l32vn', 'name': 'Dad HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': 'Dad HD purchase', 'price': '14.99', 'url': 'https://itunes.apple.com/us/movie/dad-1989/id738407718?uo=4&at=10laHb', 'pricecurrency': 'USD'}, {'name': 'Dad HD purchase', 'url': 'https://tv.apple.com/us/movie/umc.cmc.2gkzm8xaxl449gb23j2jrzokd?itsct=reelgood_tv&itscg=30200&at=1010layx', 'price': '14.99', 'pricecurrency': 'USD'}, {'name': 'Dad HD purchase', 'price': '14.99', 'url': 'https://play.google.com/store/movies/details?id=j-zUvAdKu6Y&PAffiliateID=1101l32vn', 'pricecurrency': 'USD'}, {'name': 'Dad HD rent', 'url': 'https://itunes.apple.com/us/movie/dad-1989/id738407718?uo=4&at=10laHb', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': 'Dad SD rent', 'url': 'https://www.microsoft.com/en-us/p/dad/8d6kgwzl5wz6', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://www.vudu.com/content/movies/details/content/5668', 'pricecurrency': 'USD', 'price': '3.99', 'name': 'Dad SD rent'}, {'url': 'https://www.microsoft.com/en-us/p/dad/8d6kgwzl5wz6', 'name': 'Dad HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://www.vudu.com/content/movies/details/content/5668', 'name': 'Dad HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://tv.apple.com/us/movie/umc.cmc.2gkzm8xaxl449gb23j2jrzokd?itsct=reelgood_tv&itscg=30200&at=1010layx', 'name': 'Dad HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://www.microsoft.com/en-us/p/dad/8d6kgwzl5wz6', 'price': '14.99', 'name': 'Dad SD purchase', 'pricecurrency': 'USD'}, {'url': 'https://www.vudu.com/content/movies/details/content/5668', 'price': '14.99', 'name': 'Dad SD purchase', 'pricecurrency': 'USD'}, {'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42a9f792-d37b-b9ae-40ff-484dbc309b7b?tag=reelgood060d-20', 'name': 'Dad HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': 'Dad HD purchase', 'price': '14.99', 'url': 'https://www.vudu.com/content/movies/details/content/5668', 'pricecurrency': 'USD'}, {'name': 'Dad HD purchase', 'url': 'https://www.microsoft.com/en-us/p/dad/8d6kgwzl5wz6', 'price': '14.99', 'pricecurrency': 'USD'}, {'url': 'https://www.youtube.com/watch?v=j-zUvAdKu6Y', 'name': 'Dad HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://www.youtube.com/watch?v=j-zUvAdKu6Y', 'price': '14.99', 'name': 'Dad HD purchase', 'pricecurrency': 'USD'}, {'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42a9f792-d37b-b9ae-40ff-484dbc309b7b?tag=reelgood060d-20', 'price': '14.99', 'name': 'Dad HD purchase', 'pricecurrency': 'USD'}, {'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42a9f792-d37b-b9ae-40ff-484dbc309b7b?tag=reelgood060d-20', 'pricecurrency': 'USD', 'price': '3.99', 'name': 'Dad SD rent'}, {'price': '14.99', 'url': 'https://itunes.apple.com/us/movie/dad-1989/id738407718?uo=4&at=10laHb', 'name': 'Dad SD purchase', 'pricecurrency': 'USD'}, {'name': 'Dad SD rent', 'url': 'https://itunes.apple.com/us/movie/dad-1989/id738407718?uo=4&at=10laHb', 'price': '3.99', 'pricecurrency': 'USD'}]",,,,,,,,,,,
9301,Mr. Holmes,"Long retired to a country farmhouse, 93-year-old Sherlock Holmes tends his apiary and reflects on his remarkable career. But the legendary sleuth, whose mental powers are fading, remains haunted by the unsolved case that caused him to call it quits.",Drama,PG,,https://dvd.netflix.com/Movie/Mr-Holmes/80039601?dsrc=SOCIAL,{'name': 'Bill Condon'},"{'reviewcount': '201832', 'ratingvalue': '3.4889'}",PT1H43M,"[{'name': 'Laura Linney'}, {'name': 'Roger Allam'}, {'name': 'Nicholas Rowe'}, {'name': 'Hiroyuki Sanada'}, {'name': 'Patrick Kennedy'}, {'name': 'Milo Parker'}, {'name': 'John Sessions'}, {'name': 'Frances Barber'}, {'name': 'Sarah Crowden'}, {'name': 'Phil Davis'}, {'name': 'Frances de la Tour'}, {'name': 'David Foxxe'}, {'name': 'Kit Connor'}, {'name': 'Ian McKellen'}, {'name': 'Eileen Davies'}, {'name': 'Michael Culkin'}, {'name': 'Hattie Morahan'}]",,,,,,,2015,{'name': 'English: Dolby Digital 5.1'},"[{'name': 'Spanish (Neutral)'}, {'name': 'English'}]",,,,,,,,,,,,,,,,
5082,The Blacklist,"Raymond &quot;Red&quot; Reddington, one of the FBI&apos;s most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he&apos;s made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this &quot;The Blacklist&quot;. Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",Drama,,"['secret transmitter', 'mysterious spy', 'secret code']",https://tvonic.com/tv/the-blacklist-2013,"[{'name': 'Bill Roe'}, {'name': 'Andrew McCarthy'}, {'name': 'John Terlesky'}, {'name': 'Michael W. Watkins'}]",,,"[{'name': 'Harry Lennix'}, {'name': 'Diego Klattenhoff'}, {'name': 'James Spader'}]",2013-09-23T00:00:00+08:00,,,,,{'name': 'United States'},,,,,,,,,,,,,,,,,,,
5194,Spring,"Amanda struggles to keep something inside, as she spends the day taking pictures of her best friend.",Drama,,"['girl', 'teenager', 'teenage girl']",https://tvonic.com/movie/spring-2017,{'name': 'Laurel Parmet'},,,"[{'name': 'Ellie Yorke'}, {'name': 'Alexandra Girellini'}, {'name': 'Arin MacLaine'}]","Mar 11, 2017",,,,,{'name': 'United States'},,,,,,,,,,,,,,,,,,,
1680,"['Gimme the Loot | Gimme the Loot - Official Theatrical Trailer', 'Gimme the Loot']","When their latest work is buffed by a rival crew, two determined graffiti writers embark on an elaborate plan to bomb the ultimate location: the New York Mets' Home Run Apple.",Drama,NR,,https://simkl.com/movies/190296/gimme-the-loot,Adam Leon,"{'ratingcount': '2594', 'ratingvalue': '6.6', 'bestrating': '10'}",,,,,,,,,2012-10-12T00:00:00Z,,,,,,https://simkl.com/movies/190296/gimme-the-loot,,,,,ギミー・ザ・ルート ～NYグラフィティ～,,,,,,,
13690,Freelancers,"The son of a slain NYPD officer joins the force, where he falls in with his father&#39;s former partner and a team of rogue cops. When the truth about his father&#39;s death is revealed, he swears to exact revenge.",Drama,R,,https://dvd.netflix.com/Movie/Freelancers/70244551?trkid=496751,{'name': 'Jessy Terrero'},"{'ratingvalue': '3.6185', 'reviewcount': '571395'}",PT1H36M,"[{'name': 'Michael McGrady'}, {'name': 'Forest Whitaker'}, {'name': 'Anabelle Acosta'}, {'name': 'Robert De Niro'}, {'name': 'Matt Gerald'}, {'name': '50 Cent'}, {'name': 'Beau Garrett'}, {'name': 'Robert Wisdom'}, {'name': 'Malcolm Goodwin'}, {'name': 'Ryan O&#39;Nan'}]",,,,,,,2012,{'name': 'English: Dolby Digital 5.1'},"[{'name': 'Spanish (Neutral)'}, {'name': 'English'}]",,,,,,,,,,,,,,,,
98,Chachi 420,Desperation to be with his only child forces a divorced man to take the guise of the childs nanny. Situations get really messy when the childs grandfather (the mans ex-father-in-law) falls in love with his disguised ex-son-in-law.,Drama,,,https://scratchu.com/movies/play/288/Chachi-420,{'name': 'Kamal Haasan'},"{'ratingvalue': '7.4', 'worstrating': '1', 'ratingcount': '11739', 'bestrating': '10'}",PT2H35M,"[{'name': 'Kamal Haasan'}, {'name': 'R.S. Shivaji'}, {'name': 'Abaswaram Ramjhi'}, {'name': 'Paresh Rawal'}, {'name': 'Tabu'}, {'name': 'Ritu Shivpuri'}, {'name': 'Madhan Bob'}, {'name': 'Raghuram'}, {'name': 'Atul Agnihotri'}, {'name': 'Om Puri'}, {'name': 'Nassar'}, {'name': 'Raj Zutshi'}, {'name': 'Johnny Walker'}, {'name': 'Amrish Puri'}, {'name': 'Ayesha Jhulka'}]",1997-12-19,,,,,India,,Hindi,,,,,,,,,,,,,,,,,
5563,Miss Virginia,"Based on a true story, a struggling mother sacrifices everything to give her son a good education, and launches a movement that could save his future.",Drama,TV-MA,,https://tubitv.com/movies/705564/miss-virginia?start=true,{'name': 'R.J. Daniel Hanna'},,PT1H42M16S,"[{'name': 'Vanessa Williams'}, {'name': 'Aunjanue Ellis'}, {'name': 'Uzo Aduba'}, {'name': 'Adina Porter'}, {'name': 'Matthew Modine'}]",,,,,,,2019-01-01T00:00:00.000Z,,,{'startdate': '2019-01-01T00:00:00.000Z'},,,,,,,,,,,,,,,
27,Weathering with You,A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.,Drama,,"['love', 'magic', 'anime']",https://tvonic.com/movie/weathering-with-you-2019,{'name': 'Makoto Shinkai'},,,"[{'name': 'Nana Mori'}, {'name': 'Tsubasa Honda'}, {'name': 'Kotarô Daigo'}]","Jan 17, 2020",,,,,"[{'name': 'China'}, {'name': 'Japan'}]",,,,,,,,,,,,,,,,,,,
5012,Another Self,Three close friends set off on a journey to Ayvalik and then to their reshaped future.,Drama,,"['journey', 'female nudity', 'cheating wife']",https://tvonic.com/tv/another-self-2022,{'name': 'Burcu Alptekin'},,,"[{'name': 'Tuba Büyüküstün'}, {'name': 'Seda Bakan'}, {'name': 'Boncuk Yilmaz'}]",0001-01-01T08:05:43+08:05,,,,,{'name': 'Turkey'},,,,,,,,,,,,,,,,,,,
7200,"Robbers, Rooftops and Witches",,Drama,,,https://prod-www.tcm.com/tcmdb/title/478117/robbers-rooftops-and-witches,{'name': 'Mark Cullingham'},,PT1M,"[{'name': 'Kaiulani Lee'}, {'name': 'William Russ'}, {'name': 'Christian Slater'}, {'name': 'Kate Reid'}, {'name': 'Robert Pastner'}, {'name': 'Tom Aldredge'}, {'name': 'Tamara Jones'}, {'name': 'James Greene'}, {'name': 'Claude Brooks'}, {'name': 'Baxter Harris'}, {'name': 'Kelly Pease'}, {'name': 'Stephen Mailer'}, {'name': 'John Shea'}, {'name': 'Will Patton'}, {'name': 'Elizabeth Ward'}, {'name': 'John Bennes'}, {'name': 'Ellen Parker'}, {'name': 'Grayson Hall'}, {'name': 'Jonathan Ward'}, {'name': 'Brendan Ward'}, {'name': 'Jarrod Ross'}, {'name': 'Maurice Copeland'}]",,,,,,,1982,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
1043,Sunshine Cleaning,A once-popular single mother-turned-maid gets a new lease on life when she gets into the lucrative world of crime scene cleanup with her sister’s help.,Drama,R,,https://tubitv.com/movies/400849?utm_source=justwatch-feed&tracking=justwatch-feed,{'name': 'Christine Jeffs'},,PT1H31M16S,"[{'name': 'Steve Zahn'}, {'name': 'Amy Adams'}, {'name': 'Alan Arkin'}, {'name': 'Emily Blunt'}]",,,,,,,2009-01-01T00:00:00.000Z,,,{'startdate': '2009-01-01T00:00:00.000Z'},,,,,,,,,,,,,,,
8407,The Perfect Murderer,"The prime suspect in a murder could be responsible for the death of the detective's daughter. But is he pursuing justice, or revenge at any cost?",Drama,TV-MA,,https://tubitv.com/movies/456142/the-perfect-murderer,{'name': 'Jozsef Pacskovszky'},,PT1H38M49S,"[{'name': 'Tamas Szabo Kimmel'}, {'name': 'Gyozo Szab'}, {'name': 'Nora Horich'}, {'name': 'Zsolt Laszlo'}]",,,,,,,2017-01-01T00:00:00.000Z,,,{'startdate': '2017-01-01T00:00:00.000Z'},,,,,,,,,,,,,,,
283,Beautiful Beings (2022),"Coming-of-Age Drama �ber eine jugendlichen Welt, in der kaputte Familien, Verwahrlosung und Schl�gereien ebenso allt�glich sind wie magische Vorahnungen, Poesie und Hoffnung und vier Jungs, die darin ihren Weg suchen und sich dabei wie Ringk�mpfer ineinander verhaken...",Drama,,,https://www.spielfilm.de/filme/3009687/beautiful-beings,"{'url': 'https://www.spielfilm.de/stars/229907/gumundur-arnar-gumundsson', 'name': 'Gu�mundur Arnar Gu�mundsson'}","{'ratingvalue': '4.0 / 5', 'worstrating': '1', 'bestrating': '5', 'ratingcount': '1'}",123 Minuten,"[{'name': 'Birgir Dagur Bjarkason', 'url': 'https://www.spielfilm.de/stars/302533/birgir-dagur-bjarkason'}, {'name': '�skell Einar P�lmason', 'url': 'https://www.spielfilm.de/stars/302534/askell-einar-palmason'}, {'url': 'https://www.spielfilm.de/stars/302535/viktor-benony-benediktsson', 'name': 'Viktor Ben�n� Benediktsson'}]",,,,,,,2022,,,,,,,,https://img4-film.spielfilm.de/3009687-261956/beautiful-beings.jpg,,,,,"Island, D�nemark, Schweden, Niederlande, Tschechien",,,,,
